Project ID,Project Name,Street Number,Street Name,Street Type,Zip Code,City Analysis Neighborhood,Supervisor District,Project Sponsor,Total Units,Total Beds,Affordable Units,Affordable Beds,Single Room Occupancy Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Family Units,Senior Units,TAY Units,Homeless Units,LOSP Units,Disabled Units,20% AMI,30% AMI,40% AMI,50% AMI,60% AMI,80% AMI,120% AMI,More than 120% AMI,Year Building Constructed,Year Affordability Began,Latitude,Longitude,Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9
1989-002,Brennan House,0,Confidential,,00000,Confidential,5,St. Vincent De Paul Society,15,0,15,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,12,0,0,0,1900,2000,,,,,,,,,,,,
1990-001,San Cristina,1000,Market,St,94102,Tenderloin,6,Community Housing Partnership,58,0,58,0,58,0,0,0,0,0,0,58,0,0,58,0,0,0,0,0,58,0,0,0,0,1913,1994,37.78,-122.4109879,POINT (-122.41098790000001 37.78),32,5,10,34,34,28853,14,2,9
1995-013,CATS Eddy Street Apartments (CATS),425,Eddy,St,94102,Tenderloin,6,"Community Awareness & Treatment Services, Inc.",25,0,25,0,0,25,0,0,0,0,0,25,0,0,15,0,0,0,0,0,25,0,0,0,0,1922,1997,37.78,-122.4146957,POINT (-122.4146957 37.78),21,5,10,36,36,28852,7,10,9
1992-012,Eddy Street Apartments,1096,Eddy,St,94109,Western Addition,5,Progress Foundation,21,0,20,0,0,0,20,0,0,0,0,20,0,0,0,0,20,0,0,0,20,0,0,0,0,1997,1996,37.78,-122.4258118,POINT (-122.4258118 37.78),97,4,11,39,41,28852,7,9,11
2016-075,3329-3333 20th Street,3329-3333,20th,St,94110,Mission,9,Mission Economic Development Agency,10,0,10,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,1900,2016,37.76,-122.41539,POINT (-122.41539 37.76),53,3,2,20,19,28859,2,4,7
2015-040,642-646 Guerrero Street,642-646,Guerrero,St,94110,Mission,8,Mission Economic Development Agency,4,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1924,2016,37.76,-122.4240341,POINT (-122.42403410000001 37.76),37,3,5,20,19,28859,2,4,5
2006-025,Richardson Apartments (Parcel G),365,Fulton,St,94102,Hayes Valley,5,Community Housing Partnership,120,0,120,0,0,120,0,0,0,0,0,120,0,0,120,64,0,0,0,0,120,0,0,0,0,2011,2011,37.78,-122.4229584,POINT (-122.4229584 37.78),21,4,11,39,41,28852,7,9,11
2004-028,Mission Hotel,520,South Van Ness,Ave,94110,Mission,9,Tenderloin Housing Clinic,244,0,244,0,244,0,0,0,0,0,0,244,0,0,241,0,0,0,159,0,85,0,0,0,0,1907,2008,37.76,-122.4178848,POINT (-122.41788480000001 37.76),53,3,2,20,19,28859,2,4,7
2018-039,Railton Place,230-242,Turk,St,94102,Tenderloin,6,The Salvation Army,40,0,40,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,40,0,0,0,0,2008,2018,37.78,-122.4131256,POINT (-122.4131256 37.78),21,5,10,34,34,28853,8,2,9
1991-005,Moultrie House,374,Moultrie,St,94110,Bernal Heights,9,Bernal Heights Neighborhood Center,9,0,9,0,8,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,1907,1993,37.74,-122.4160538,POINT (-122.41605379999999 37.74),83,9,2,2,2,28859,2,7,7
2017-004,63-67 Lapidge Street,63-67,Lapidge,St,94110,Mission,8,Mission Economic Development Agency,6,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1910,2017,37.76,-122.4221089,POINT (-122.42210889999998 37.76),37,3,5,20,19,28859,2,4,5
1998-010,Ambassador Hotel,55,Mason,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,134,0,134,0,134,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,23,111,0,0,0,1910,2003,37.78,-122.4096069,POINT (-122.4096069 37.78),32,1,10,34,34,28853,14,2,9
1993-013,A WOMANS PLACE,0,confidential,St,Yes,Confidential,6,"Community Awareness & Treatment Services, Inc.",11,54,0,54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,2010,2010,,,,,,,,,,,,
2001-019,990 Polk,990,Polk,St,94109,Tenderloin,6,Tenderloin Neighborhood Development Corporation,110,0,109,0,0,81,28,0,0,0,0,109,0,0,50,30,0,0,0,0,109,0,0,0,0,2008,2008,37.79,-122.4193802,POINT (-122.4193802 37.79),105,4,3,21,21,28858,13,9,10
2010-022,Madonna Residence,350,Golden Gate,Ave,94102,Tenderloin,6,Mercy Housing California,70,0,69,0,0,69,0,0,0,0,0,0,69,0,18,0,0,0,0,0,69,0,0,0,0,2000,2013,37.78,-122.4163818,POINT (-122.4163818 37.78),21,5,10,36,36,28852,7,10,9
2013-036,Rosa Parks Apartments (RAD),1251,Turk,St,94115,Western Addition,5,Tenderloin Neighborhood Development Corporation,203,0,202,0,0,19,100,83,0,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,0,1961,2016,37.78,-122.4294853,POINT (-122.42948530000001 37.78),97,4,11,39,41,29490,7,9,11
1973-001,Nihonmachi Terrace,1615,Sutter,St,94109,Japantown,5,Japanese American Religious Federation,245,0,243,0,0,51,142,28,18,4,0,243,0,0,0,0,0,0,0,0,180,63,0,0,0,2010,2010,37.79,-122.426796,POINT (-122.426796 37.79),102,4,6,30,27,28858,13,9,1
1994-005,Hamilton Family Transitional Program,1631,Hayes,St,94117,Lone Mountain/USF,5,Hamilton Family Center,20,0,19,0,0,6,11,0,2,0,0,19,0,0,0,0,0,0,0,0,4,15,0,0,0,2000,2000,37.77,-122.4432297,POINT (-122.4432297 37.77),112,7,11,3,9,29492,15,5,11
2006-023,Columbus United Cooperative,53,Columbus,Ave,94111,Chinatown,3,San Francisco Community Land Trust,21,0,21,0,0,0,8,11,1,1,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,1910,2009,37.8,-122.4043732,POINT (-122.40437320000001 37.8),18,6,3,23,23,308,3,1,10
2008-037,Marathon Hotel,710,Ellis,St,94103,Tenderloin,6,"Marathon Hotel & Appartments, LLC",44,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1921,2009,37.78,-122.41803,POINT (-122.41803000000002 37.78),21,4,10,36,36,28852,7,9,9
2000-012,Namiki Apartments,1776,Sutter,St,94115,Pacific Heights,5,Chinatown Community Development Center / Namiki Apartments Residents Association,34,0,33,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,10,23,0,0,0,2003,2003,37.79,-122.4294891,POINT (-122.42948910000001 37.79),102,4,6,30,27,29490,13,9,1
1980-005,Mariposa Gardens,2445,Mariposa,St,94110,Mission,10,Mission Housing Development Corporation,63,0,62,0,0,0,5,31,24,2,0,62,0,0,0,0,0,0,0,0,19,43,0,0,0,2005,2005,37.76,-122.4077835,POINT (-122.4077835 37.76),53,3,9,20,19,28859,10,4,8
1988-008,Embarcadero Triangle (Parcel J),600,The Embarcadero,Yes,94111,Financial District/South Beach,6,Delancey Street Foundation,177,0,177,0,0,96,37,44,0,0,0,177,0,0,0,0,0,0,0,0,150,0,0,27,0,1989,1990,37.78,-122.3888931,POINT (-122.38889310000002 37.78),31,1,10,4,20,28856,6,2,9
1995-017,Minna Park Family Housing,529-539,Minna,St,94103,South of Market,6,Asian Neighborhood Design,26,0,25,0,0,0,11,6,7,1,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,1996,1996,37.78,-122.4088287,POINT (-122.4088287 37.78),32,1,10,34,34,28853,14,2,9
2016-032,Garden Court Apartments,1637,15th,St,94103,Mission,9,Mission Housing Development Corporation,16,0,16,0,0,10,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,1925,1983,37.77,-122.4204483,POINT (-122.4204483 37.77),32,3,2,20,19,28853,8,4,7
1996-011,Crocker Amazon Senior Apartments,5199,Mission,St,94112,Excelsior,11,Bernal Heights Neighborhood Center,37,0,36,0,0,24,12,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,0,0,0,2005,2005,37.72,-122.4414444,POINT (-122.4414444 37.72),80,9,1,28,25,28861,9,7,6
1998-015,The Paramount,680,Mission,St,94105,Financial District/South Beach,6,"Third & Mission Associates, LLC",486,0,99,0,0,24,60,15,0,0,0,99,0,0,0,0,0,0,0,0,99,0,0,0,0,2001,2001,37.79,-122.4019775,POINT (-122.40197750000002 37.79),108,6,3,8,6,28854,4,1,10
1999-013,Marlton Manor,240-288,Jones,St,94102,Tenderloin,6,Mercy Housing California,151,0,150,0,0,140,10,0,0,0,0,150,0,0,0,0,0,0,0,0,150,0,0,0,0,2004,2004,37.78,-122.412262,POINT (-122.41226200000001 37.78),32,5,10,34,34,28853,8,2,9
1985-003,Junipero Serra House,926,Fillmore,St,94117,Western Addition,5,Mercy Housing California,25,0,24,0,0,7,17,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,1989,1989,37.78,-122.4313583,POINT (-122.43135830000001 37.78),97,4,11,39,41,29490,15,9,11
1982-006,Dunleavy Plaza,36,Hoff,St,94110,Mission,9,Mission Housing Development Corporation,49,0,25,0,0,0,9,16,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,1985,1985,37.76,-122.4207077,POINT (-122.4207077 37.76),53,3,2,20,19,28859,2,4,7
2012-017,Western Park Apartments,1280,Laguna,St,94115,Western Addition,5,Northern California Presbyterian Homes & Services,182,0,182,0,0,39,135,8,0,0,0,0,182,0,0,0,0,0,0,0,55,127,0,0,0,1971,2013,37.78,-122.4267883,POINT (-122.42678830000001 37.78),97,4,11,39,41,28852,7,9,11
2013-029,1068 Palou Ave - Hunters Pt EW - RAD SE Cluster (90 Kiska),1068,Palou,Ave,94124,Bayview Hunters Point,10,"John Stewart Company / Hunters Point East West, LP",213,0,211,0,0,0,17,121,34,29,10,211,0,0,0,0,0,0,0,0,211,0,0,0,0,1900,2015,37.73,-122.3810501,POINT (-122.3810501 37.73),78,2,9,1,1,58,10,3,8
2013-054,Canon Kip Community House,705,Natoma,St,94103,South of Market,6,Episcopal Community Services,104,0,103,0,22,81,0,0,0,0,0,103,0,0,103,0,0,0,0,0,21,82,0,0,0,1994,1994,37.78,-122.4123077,POINT (-122.41230769999999 37.78),32,5,10,34,34,28853,8,2,9
1984-008,Fillmore Center,1475,Fillmore,St,94115,Western Addition,5,Elkor Realty Corporation,1114,0,558,0,0,156,215,171,16,0,0,558,0,0,0,0,0,0,0,0,0,0,223,335,0,2000,2000,37.78,-122.4333191,POINT (-122.4333191 37.78),97,4,11,39,41,29490,15,9,11
1982-007,Sierra Madre,421,Leavenworth,St,94109,Tenderloin,6,Tenderloin Neighborhood Development Corporation,47,0,46,0,0,42,4,0,0,0,0,26,20,0,0,0,0,0,0,0,46,0,0,0,0,1912,1984,37.78,-122.4147568,POINT (-122.4147568 37.78),21,5,10,36,36,28852,7,10,9
2007-018,Winsor Hotel,20,6th,St,94103,South of Market,6,Winsor Hotel,51,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2008,2008,37.78,-122.4101028,POINT (-122.4101028 37.78),32,5,10,34,34,28853,14,2,9
1988-004,Cambridge Hotel,473,Ellis,St,94102,Tenderloin,6,Community Housing Partnership,60,0,60,0,60,0,0,0,0,0,0,60,0,0,5,0,0,0,0,0,60,0,0,0,0,1926,1991,37.78,-122.4139252,POINT (-122.4139252 37.78),21,5,10,36,36,28852,7,10,9
1980-009,Bryant Street Apartments,2800,Bryant,St,94110,Mission,9,Mission Housing Development Corporation,7,0,7,0,0,0,0,6,0,1,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,1907,1983,37.75,-122.408989,POINT (-122.40898900000002 37.75),53,3,2,20,19,28859,2,4,7
1999-012,Rich Sorro Commons,150,Berry,St,94107,Mission Bay,6,Mission Housing Development Corporation,100,0,100,0,0,0,16,39,34,11,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,2002,2002,37.78,-122.3930206,POINT (-122.39302059999999 37.78),31,1,10,8,6,28856,6,2,9
1993-008,Plaza Ramona Apartments,250,McAllister,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,63,0,62,0,0,61,1,0,0,0,0,62,0,0,0,0,0,0,0,0,13,49,0,0,0,1924,1996,37.78,-122.416275,POINT (-122.416275 37.78),21,5,10,36,36,28852,7,10,9
1994-010,Iroquois Hotel,835,O'Farrell,St,94109,Tenderloin,6,Community Housing Partnership,74,0,74,0,28,35,11,0,0,0,0,74,0,0,74,0,0,0,0,0,74,0,0,0,0,1913,1995,37.78,-122.418396,POINT (-122.41839600000002 37.78),21,4,10,36,36,28852,7,9,9
2016-042,Dalt Hotel,34,Turk,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,178,0,178,0,178,0,0,0,0,0,0,178,0,0,1,0,0,0,0,0,178,0,0,0,0,1919,2004,37.78,-122.4098892,POINT (-122.40988920000001 37.78),32,1,10,34,34,28853,14,2,9
2018-010,Gran Oriente Filipino Hotel,106,South Park,St,94107,Financial District,6,Mission Housing Development Corporation,24,0,24,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,1911,1986,37.78171497,-122.3944031,POINT (-122.3944031 37.78171497),31,1,10,8,6,28856,6,2,9
1999-024,421 Turk,421,Turk,St,94102,Tenderloin,6,"Asian, Inc.",29,0,28,0,0,0,9,4,15,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,2004,2004,37.78,-122.4161072,POINT (-122.41610719999998 37.78),21,5,10,36,36,28852,7,10,9
1997-009,26th Street Cooperative Apartments,3327-3331,26th,St,94110,Mission,9,Conard House,10,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2002,2002,37.75,-122.4165878,POINT (-122.41658779999999 37.75),53,3,2,20,19,28859,2,4,7
1999-017,Kokoro Assisted Living Facility,1881-1899,Bush,St,94109,Pacific Heights,5,Kokoro Assisted Living Inc.,54,0,37,0,0,34,3,0,0,0,0,0,37,0,0,0,0,0,0,0,7,7,16,7,0,2003,2003,37.79,-122.4281311,POINT (-122.4281311 37.79),102,4,6,30,27,28858,13,9,1
1982-002,All Hallows Community,1711,Oakdale,Ave,94124,Bayview Hunters Point,10,Mercy Housing California,45,0,44,0,0,16,28,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,44,0,0,1983,1983,37.74,-122.3927078,POINT (-122.3927078 37.74),86,2,9,1,1,58,10,3,8
1987-003,Arlington Hotel,472,Ellis,St,94102,Tenderloin,6,Mercy Housing California,154,0,153,0,0,153,0,0,0,0,0,153,0,0,105,38,0,0,0,0,153,0,0,0,0,1906,1988,37.78,-122.4141312,POINT (-122.41413120000001 37.78),21,5,10,36,36,28852,7,10,9
1991-010,1101 Howard,1101,Howard,St,94103,South of Market,6,Mercy Housing California,34,0,34,0,0,0,6,14,14,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,1995,1995,37.78,-122.4093933,POINT (-122.4093933 37.78),32,1,10,34,34,28853,14,2,9
2012-002,Alice Griffith Phase 2 (Block 4),2700,Arelious Walker,Dr,94124,Bayview Hunters Point,10,"McCormack Baron Salazar / Double Rock Ventures, LLC",91,0,90,0,0,0,23,46,9,12,0,90,0,0,0,0,0,0,0,0,90,0,0,0,0,2017,2016,37.72,-122.385991,POINT (-122.38599099999999 37.72),88,2,9,1,1,58,10,3,8
2014-026,151 Duboce,149-151,Duboce,Ave,94103,Mission,8,San Francisco Community Land Trust,4,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1925,2014,37.77,-122.4234619,POINT (-122.42346190000002 37.77),27,1,5,20,19,28853,8,2,5
1996-010,The Arc Apartments,416,Bay,St,94133,North Beach,3,The Arc,8,0,8,0,0,0,0,5,1,2,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,2001,2001,37.81,-122.4139709,POINT (-122.4139709 37.81),99,6,3,23,23,308,,1,10
2003-030,Valencia Gardens,340-370,Valencia,St,94103,Mission,8,Mission Housing Development Corporation,260,0,259,0,0,0,60,97,88,14,0,217,42,0,0,0,0,0,0,0,51,0,208,0,0,2005,2005,37.77,-122.4232025,POINT (-122.4232025 37.77),27,1,5,20,19,28853,8,2,5
2012-018,Transbay Block 7 Natalie Gubb Commons,222,Beale,St,94105,SOUTH OF MARKET,6,Mercy Housing California,120,0,119,0,0,0,53,43,23,0,0,119,0,0,0,0,0,0,0,36,83,0,0,0,0,2018,2018,37.78889258,-122.3938217,POINT (-122.3938217 37.78889258),32,1,10,8,6,28855,6,2,9
2013-044,Mission Dolores - Mission/Castro RAD Cluster 6,1855,15th,St,94103,Mission,8,Bridge Housing & MEDA Housing,91,0,90,0,0,68,22,0,0,0,0,0,90,0,0,0,90,0,0,0,90,0,0,0,0,1965,2016,37.77,-122.4255733,POINT (-122.42557329999998 37.77),27,1,5,20,19,28853,8,2,5
1990-010,575 Eddy,575,Eddy,St,94102,Tenderloin,6,"Asian, Inc.",47,0,42,0,0,32,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,1925,1992,37.78,-122.4169693,POINT (-122.4169693 37.78),21,4,10,36,36,28852,7,9,9
2008-003,Vera Haile Senior Housing,129,Golden Gate,Ave,94102,Tenderloin,6,Mercy Housing California / St. Anthony's,90,0,89,0,0,43,46,0,0,0,0,0,89,0,18,3,0,0,0,0,89,0,0,0,0,2014,2014,37.78,-122.4125443,POINT (-122.4125443 37.78),32,5,10,34,34,28853,8,2,9
1983-001,Chinese Community Church of San Francisco,1535,Jackson,St,94109,Russian Hill,3,Chinese Community Church of San Francisco,18,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,1913,1986,37.79,-122.4203644,POINT (-122.4203644 37.79),105,4,3,21,21,28858,13,9,10
2001-018,Leland Polk Senior Community,1315,Polk,St,94109,Nob Hill,3,Mercy Housing California,72,0,71,0,0,28,43,0,0,0,0,0,71,0,0,0,0,0,0,0,71,0,0,0,0,2005,2005,37.79,-122.4206238,POINT (-122.4206238 37.79),105,4,3,21,21,28858,13,9,10
1997-016,Church Street Apartments,1,Church,St,94114,Hayes Valley,8,Bridge Housing,93,0,92,0,0,0,30,34,28,0,0,92,0,0,0,0,0,0,0,0,63,29,0,0,0,2001,2002,37.77,-122.4287415,POINT (-122.42874149999999 37.77),28,7,5,9,10,28862,7,9,5
1998-020,SOMA Studios,1188,Howard,St,94103,South of Market,6,Tenderloin Neighborhood Development Corporation,88,0,88,0,0,88,0,0,0,0,0,88,0,0,0,0,0,0,9,0,31,44,4,0,0,2000,2003,37.78,-122.4114761,POINT (-122.4114761 37.78),32,5,10,34,34,28853,14,2,9
2013-061,534-536 Natoma St,534-536,Natoma,St,94103,South of Market,6,San Francisco Community Land Trust,5,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1911,2014,37.78,-122.4086456,POINT (-122.40864559999999 37.78),32,1,10,34,34,28853,14,2,9
2001-013,TIHDI: CHP Villages,410,Avenue of the Palms,,94130,Treasure Island,6,Community Housing Partnership,44,0,43,0,0,0,0,24,17,2,0,43,0,0,44,0,0,0,0,0,43,0,0,0,0,1968,2002,37.83,-122.3738251,POINT (-122.3738251 37.83),36,1,10,37,37,62,,2,9
2007-002,Natoma Family Apartments,474,Natoma,St,94103,South of Market,6,Bridge Housing,60,0,59,0,0,7,28,18,6,0,0,59,0,0,0,0,0,0,0,0,35,24,0,0,0,2014,2014,37.78,-122.4074326,POINT (-122.4074326 37.78),32,1,10,34,34,28853,14,2,9
1993-004,1370 California Apartments,1370,California,St,94109,Nob Hill,3,Chinatown Community Development Center,49,0,48,0,0,25,22,0,1,0,0,48,0,0,0,0,0,0,0,0,10,38,0,0,0,1911,1994,37.79,-122.4170609,POINT (-122.4170609 37.79),50,6,3,21,21,28858,13,1,10
2004-032,Ceatrice Polite Apartments,321,Clementina,St,94103,South of Market,6,TODCO Group,91,0,90,0,0,44,46,0,0,0,0,90,0,0,0,0,0,0,0,0,9,81,0,0,0,2007,2007,37.78,-122.402092,POINT (-122.402092 37.78),32,1,10,34,34,28856,6,2,9
1994-006,Goodman 2 Art Complex,1695,18th,St,94107,Potrero Hill,10,Artspace Development Corporation,29,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1994,1985,37.76,-122.39888,POINT (-122.39888000000002 37.76),54,2,9,26,29,28856,10,3,8
2016-120,269 &271 Richland Avenue,269 & 271,Richland,Ave,94110,Bernal Heights,9,Mission Economic Development Agency,6,0,6,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1908,2017,37.74,-122.421133,POINT (-122.421133 37.74),61,9,2,2,2,28859,2,7,7
1990-016,Steamboat Point (Parcel K),49-55,Townsend,St,94107,Mission Bay,6,Bridge Housing,108,0,108,0,0,0,51,26,31,0,0,108,0,0,0,0,0,0,0,0,0,0,108,0,0,1992,1992,37.78,-122.3889694,POINT (-122.38896940000001 37.78),31,1,10,4,20,28856,6,2,9
2017-005,2217 Mission Street,2217,Mission,St,94110,Mission,9,Mission Economic Development Agency,8,0,8,0,0,0,7,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,1904,2017,37.76,-122.4189684,POINT (-122.4189684 37.76),53,3,2,20,19,28859,2,4,7
1996-005,Heritage Homes,243,Rey,St,94134,Visitacion Valley,10,Mercy Housing California,148,0,146,0,0,0,29,33,63,21,0,146,0,0,0,0,0,20,32,0,88,6,0,0,0,2000,2001,37.71,-122.4124451,POINT (-122.41244509999999 37.71),75,9,9,40,39,309,9,7,8
2011-006,Tenderloin Family Housing,201,Turk,St,94102,Tenderloin,6,Chinatown Community Development Center,175,0,174,0,0,12,80,45,37,0,0,174,0,0,0,0,0,0,0,0,71,103,0,0,0,1992,1992,37.78,-122.412941,POINT (-122.41294099999999 37.78),32,5,10,34,34,28853,8,2,9
1989-006,Leandro Soto Apartments,2155,Mission,St,94110,Mission,9,OBECA / Arriba Juntos,48,0,48,0,0,16,8,8,16,0,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,1991,1991,37.76,-122.4188614,POINT (-122.41886140000001 37.76),53,3,2,20,19,28859,2,4,7
2002-017,Jordan Apartments,820,O'Farrell,St,94109,Tenderloin,6,Conard House,54,0,54,0,0,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,54,0,0,0,0,2006,2006,37.79,-122.4184341,POINT (-122.41843410000001 37.79),16,6,3,21,21,28858,13,1,10
2013-020,939 And 951 Eddy Street - RAD Cluster 3,939,Eddy,St,94109,Western Addition,5,Tenderloin Neighborhood Development Corporation,62,0,61,0,0,36,1,21,3,0,0,0,61,0,0,0,61,0,0,0,61,0,0,0,0,1925,2015,37.78,-122.423111,POINT (-122.423111 37.78),21,4,11,39,41,28852,7,9,11
1994-017,International Hotel,848,Kearny,St,94111,Chinatown,3,Chinatown Community Development Center,105,0,104,0,0,88,16,0,0,0,0,0,104,0,0,0,0,0,0,0,104,0,0,0,0,2005,2005,37.8,-122.4044266,POINT (-122.40442660000001 37.8),18,6,3,23,23,308,3,1,10
1991-006,518 Minna,518,Minna,St,94103,South of Market,6,"Asian, Inc.",24,0,23,0,0,0,0,11,12,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,1994,1994,37.78,-122.4085999,POINT (-122.40859990000001 37.78),32,1,10,34,34,28853,14,2,9
1995-008,Mary Elizabeth Inn,1040,Bush,St,94109,Nob Hill,3,Mary Elizabeth Inn,92,0,88,0,88,0,0,0,0,0,0,88,0,0,53,0,0,0,30,0,58,0,0,0,0,2005,2005,37.79,-122.4144897,POINT (-122.41448970000002 37.79),50,6,3,21,21,28858,5,1,10
1993-014,1761-1765 Page,1761,Page,St,94117,Haight Ashbury,5,Baker Places,13,0,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,1994,1994,37.77,-122.4496613,POINT (-122.44966129999999 37.77),25,7,11,3,9,29492,15,5,11
2006-001,1036 Mission Family Housing,1036,Mission,St,94103,Mission,9,Tenderloin Neighborhood Development Corporation,83,0,83,0,0,0,38,38,7,0,0,83,0,0,40,40,0,20,20,0,43,0,0,0,0,2018,2018,37.78053902,-122.4098438,POINT (-122.40984380000002 37.78053902),32,5,10,34,34,28853,14,2,9
2018-038,800-810 Clement/289-291 9th,800-810,Clement,St,94118,Richmond,1,Chinatown Community Development Center,16,0,16,0,14,0,0,2,0,0,0,2,14,0,0,0,0,0,0,0,14,0,2,0,0,1907,2018,37.78,-122.4678695,POINT (-122.4678695 37.78),5,8,4,11,11,54,11,6,2
2008-033,Veterans Commons,150,Otis,St,94103,Mission,6,Swords To Plowshares / Chinatown Community Development Center,76,0,75,0,0,75,0,0,0,0,0,75,0,0,75,0,0,0,0,0,75,0,0,0,0,1913,2012,37.77,-122.4206314,POINT (-122.4206314 37.77),32,3,2,20,19,28853,8,4,7
2013-040,Westbrook Apartments,40,Harbor,Rd,94124,Bayview Hunters Point,10,Related Company / SFHDC,223,0,221,0,0,0,4,57,116,44,0,221,0,0,0,0,0,0,0,0,221,0,0,0,0,1900,2016,37.73,-122.3754003,POINT (-122.3754003 37.73),78,2,9,1,1,58,10,3,8
1990-006,3019 23rd,3019,23rd,St,94110,Mission,9,Mission Housing Development Corporation,6,0,5,0,0,2,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1906,1991,37.75,-122.4125137,POINT (-122.41251370000002 37.75),53,3,2,20,19,28859,2,4,7
2000-016,Derek Silva Community,20,Franklin,St,94102,Hayes Valley,5,Mercy Housing California,68,0,68,0,0,36,27,5,0,0,0,68,0,0,0,0,0,0,0,0,68,0,0,0,0,2005,2005,37.77,-122.4205322,POINT (-122.42053220000001 37.77),32,3,2,20,19,28853,8,4,7
2013-035,2698 California Street,2698,California,St,94115,Pacific Heights,2,Mercy Housing California,40,0,39,0,0,30,8,1,0,0,0,0,39,0,0,0,39,0,0,0,39,0,0,0,0,1971,2016,37.79,-122.4385661,POINT (-122.43856609999999 37.79),102,4,6,30,27,29490,13,6,1
2013-019,430 Turk Street - RAD Cluster 4,430,Turk,St,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,89,0,89,0,0,69,19,1,0,0,0,0,89,0,0,0,89,0,0,0,89,0,0,0,0,2007,2016,37.78,-122.4165726,POINT (-122.41657259999998 37.78),21,5,10,36,36,28852,7,10,9
2004-027,Bishop Swing Community House,275,10th,St,94103,South of Market,6,Episcopal Community Services,135,0,134,0,134,0,0,0,0,0,0,130,0,4,134,75,0,0,0,0,134,0,0,0,0,2009,2009,37.77,-122.4127884,POINT (-122.4127884 37.77),32,1,10,20,19,28853,8,2,9
1980-001,Consorcia Apartments,1204,Mason,St,94133,Chinatown,3,Chinatown Community Development Center,24,0,23,0,0,18,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,1909,1982,37.79,-122.4112015,POINT (-122.4112015 37.79),50,6,3,21,21,28857,5,1,10
2006-024,Kelly Cullen Community,220,Golden Gate,Ave,94102,Tenderloin,6,Tenderloin Neighborhood Development Corporation,174,0,172,0,172,0,0,0,0,0,0,172,0,0,172,80,0,0,0,0,0,172,0,0,0,1909,2013,37.78,-122.4142761,POINT (-122.41427610000001 37.78),21,5,10,36,36,28852,7,10,9
