Project ID,Project Status,Project Name,Street Number,Street Name,Street Type,Zip Code,Housing Tenure,Section 415 Declaration,Entitlement Approval Date,Actual/Estimated Completion Date,Planning Case Number,Property Information Map Link,Planning Entitlements,Project Units,Affordable Units,Units Subject to Section 415,On-Site Affordable Units,Off-Site Affordable Units,Off-Site Affordable Units at This Site,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Supervisor District,Neighborhood,Planning Neighborhood,Plan Area,Off-Site Principal Project ID,Off-Site Principal Project,Off-Site Project ID,Off-Site Project,Latitude,Longitude,Location
1991-001,(6) Complete,100 Diana,100,Diana,St,94131,Ownership,On-site BMR Project,03/14/1991,12/15/1993,1988.113,http://propertymap.sfplanning.org/?search=1988.113,"1988.113C,1988.113E,1988.113M,1988.113R,1988.113S",18,3,18,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,0,0,0,0,37.73055921,-122.3964595,POINT (-122.3964595 37.73055921)
2013-012,(6) Complete,450 Hayes,450,Hayes,St,94102,Ownership,On-site BMR Project,07/11/2013,11/28/2016,2012.0081,http://propertymap.sfplanning.org/?search=2012.0081,"2012.0081C,2012.0081E,2012.0081E_3,2012.0081PPA,2012.0081U,2012.0081V",24,5,24,5,0,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,5,Western Addition,Hayes Valley,Market and Octavia,0,0,0,0,37.77703611,-122.4238794,POINT (-122.4238794 37.77703611)
2016-063,(4) Site Work Permit Issued,540 De Haro,540,De Haro,St,94107,Unknown,Fee Payment,06/02/2016,12/26/2020,2014.0599,http://propertymap.sfplanning.org/?search=2014.0599,"2014.0599E,2014.0599ENX,2014.0599U",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76290708,-122.4017321,POINT (-122.4017321 37.76290708)
2009-017,(6) Complete,750 Second,750,02nd,St,94107,Unknown,Fee Payment,09/10/2009,11/26/2012,2007.0007,http://propertymap.sfplanning.org/?search=2007.0007,"2007.0007A,2007.0007C,2007.0007E,2007.0007K,2007.0007Q,2007.0007X",14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Mission Bay,East SoMa (EN),0,0,0,0,37.78000572,-122.390271,POINT (-122.390271 37.78000572)
2015-011,(5) First Construction Document Issued,777 Tennessee,777,Tennessee,St,94107,Ownership,On-site BMR Project,04/30/2015,12/16/2019,2013.0312,http://propertymap.sfplanning.org/?search=2013.0312,"2013.0312E,2013.0312E_3,2013.0312K,2013.0312PPA,2013.0312U,2013.0312X",59,8,59,8,0,0,0,0,5,2,1,0,0,0,0,0,0,8,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.76202677,-122.3893245,POINT (-122.3893245 37.76202677)
2017-028,(3) Design with Entitlements Approved,888 Tennessee St,888,Tennessee,St,94107,Ownership,On-site BMR Project,10/19/2017,10/17/2024,2013.0975,http://propertymap.sfplanning.org/?search=2013.0975,"2013.0975COA,2013.0975E,2013.0975ENX,2013.0975SHD,2013.0975TDM,2013.0975U",110,17,110,17,0,0,0,3,7,6,1,0,0,0,0,0,0,17,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.76076626,-122.3899847,POINT (-122.3899847 37.76076626)
2014-029,(6) Complete,520 9th,520,9th,St,94103,Unknown,Fee Payment,10/19/2014,09/07/2016,2013.0066,http://propertymap.sfplanning.org/?search=2013.0066,"2013.0066E,2013.0066U,2013.0066V",12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"Showplace Square/Potrero Hill (EN), South of Market",0,0,0,0,37.77078146,-122.4083233,POINT (-122.4083233 37.77078146)
2006-014,(6) Complete,723 Taylor,723,Taylor,St,94108,Ownership,On-site BMR Project,05/04/2006,01/05/2011,2004.0975,http://propertymap.sfplanning.org/?search=2004.0975,"2004.0975C,2004.0975E,2004.0975K",12,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,Downtown/Civic Center,Nob Hill,Downtown,0,0,0,0,37.78919304,-122.4122321,POINT (-122.4122321 37.78919304)
1998-002,(6) Complete,70 Ocean,98,Ocean,Ave,94112,Rental,On-site BMR Project,03/12/1998,01/31/2000,1997.568,http://propertymap.sfplanning.org/?search=1997.568,"1997.568C,1997.568E,1997.568Q",20,2,20,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,11,Outer Mission,Outer Mission,,0,0,0,0,37.72404461,-122.4370458,POINT (-122.4370458 37.72404461)
1998-004,(6) Complete,280 Fell / 300 Gough,280,Fell,St,94102,Rental,On-site BMR Project,06/18/1998,04/21/2000,1997.629,http://propertymap.sfplanning.org/?search=1997.629,"1997.629C,1997.629E,1997.629E_2,1997.629E_3,1997.629K",33,3,33,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,0,0,0,0,37.77625026,-122.4224903,POINT (-122.4224903 37.77625026)
2005-020,(6) Complete,"One Rincon, Phase II",1,Rincon Hill,0,94105,Unknown,Fee Payment,08/04/2005,06/17/2015,2003.0029,http://propertymap.sfplanning.org/?search=2003.0029,"05-151,05-152,2003.0029E,2003.0029K,2003.0029S,2003.0029X",298,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Financial District/South Beach,"East SoMa (EN), Rincon Hill",0,0,0,0,37.78606254,-122.3921765,POINT (-122.3921765 37.78606254)
2013-009,(6) Complete,388 Fulton (344 Fulton),388,Fulton,St,94102,Ownership,On-site BMR Project,05/24/2013,08/22/2017,2012.0325,http://propertymap.sfplanning.org/?search=2012.0325,"2012.0325C,2012.0325E,2012.0325E_3,2012.0325E_5,2012.0325S,2012.0325U",69,8,69,8,0,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,0,0,0,0,37.77907203,-122.4228797,POINT (-122.4228797 37.77907203)
1999-008,(6) Complete,900 Van Ness,900,Van Ness,Ave,94109,Rental,On-site BMR Project,08/05/1999,08/03/2006,1999.067,http://propertymap.sfplanning.org/?search=1999.067,"1999.067C,1999.067V",28,3,28,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,Van Ness Corridor,0,0,0,0,37.78405247,-122.4206422,POINT (-122.4206422 37.78405247)
2006-007,(6) Complete,480 14th,480,14th,St,94103,Ownership,Fee Payment,11/06/2006,01/29/2009,2007.1178,http://propertymap.sfplanning.org/?search=2007.1178,2007.1178Q,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Mission,Mission,Market and Octavia,0,0,0,0,37.76825708,-122.4239284,POINT (-122.4239284 37.76825708)
2014-004,(6) Complete,270-280 Brighton,280,Brighton,St,94112,Rental,On-site BMR Project,02/07/2014,03/02/2016,2013.0083,http://propertymap.sfplanning.org/?search=2013.0083,"2013.0083E,2013.0083E_3,2013.0083Q,2013.0083S,2013.0083U,2013.0083V",29,3,29,3,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,7,Ocean View,Oceanview/Merced/Ingleside,Balboa Park,0,0,0,0,37.72329257,-122.4548768,POINT (-122.4548768 37.72329257)
2002-001,(6) Complete,843 Montgomery,843-847,Montgomery,St,94133,Unknown,Fee Payment,01/01/2002,04/03/2008,2004.0924,http://propertymap.sfplanning.org/?search=2004.0924,"2004.0924A,2004.0924E,2004.0924E_3,2004.0924K,2004.0924V",13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Financial District,Chinatown,,0,0,0,0,37.79691392,-122.4039006,POINT (-122.4039006 37.79691392)
2008-007,(5) First Construction Document Issued,2800 Sloat Boulevard,2800,Sloat,Blvd,94116,Ownership,On-site BMR Project,11/13/2008,12/03/2017,2005.1066,http://propertymap.sfplanning.org/?search=2005.1066,"2005.1066C,2005.1066E,2005.1066E_3,2005.1066K,2005.1066P",56,7,56,7,0,0,0,0,2,5,0,0,0,0,0,0,0,7,0,0,0,4,Parkside,Sunset/Parkside,Western Shoreline,0,0,0,0,37.73585377,-122.5047373,POINT (-122.5047373 37.73585377)
2014-027,(6) Complete,1527-1545 Pine (The Austin),1527-45,Pine,St,94109,Ownership,On-site BMR Project,10/02/2014,02/15/2018,2006.0383,http://propertymap.sfplanning.org/?search=2006.0383,"2006.0383C,2006.0383E,2006.0383E_3,2006.0383K,2006.0383V",100,12,100,12,0,0,0,1,8,3,0,0,0,0,0,0,0,12,0,0,0,3,Nob Hill,Nob Hill,Van Ness Corridor,0,0,0,0,37.78928841,-122.4210831,POINT (-122.4210831 37.78928841)
1995-004,(6) Complete,2900 Sloat Blvd.,2900,Sloat,Blvd,94116,Ownership,On-site BMR Project,05/11/1995,09/30/1996,1993.586,http://propertymap.sfplanning.org/?search=1993.586,"1993.586C,1993.586E,1993.586P,1993.586Q,1993.586S",60,6,60,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,4,Parkside,Sunset/Parkside,Western Shoreline,0,0,0,0,37.73583668,-122.5057112,POINT (-122.5057112 37.73583668)
2005-021,(6) Complete,5800 Third  - Buildings 1 & 2,5800,03rd,St,94124,Ownership,On-site BMR Project,09/01/2005,09/01/2010,2003.0672,http://propertymap.sfplanning.org/?search=2003.0672,"2003.0672C,2003.0672E,2003.0672K,2003.0672Q",139,17,139,17,0,0,0,0,4,9,4,0,0,0,0,0,0,17,0,0,0,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,0,0,0,0,37.72517312,-122.39552,POINT (-122.39552 37.72517312)
2016-115,(3) Design with Entitlements Approved,5 Thomas Mello Circle,5,Thomas Mello,Cir,94134,Ownership/Rental,On-site BMR Project,11/17/2016,11/16/2023,2015-009690PRJ,http://propertymap.sfplanning.org/?search=2015-009690PRJ,"2015-009690CND,2015-009690CUA,2015-009690DNX,2015-009690ENV,2015-009690PRV",585,72,585,72,0,0,0,0,43,20,9,0,0,0,0,0,0,72,0,0,0,10,Bayview,Bayview Hunters Point,"Bayview Hunters Point, Executive Park",0,0,0,0,37.70999249,-122.3937912,POINT (-122.3937912 37.70999249)
2007-013,(6) Complete,Bayside Vista,2011,Bayshore,Blvd,94134,Ownership,On-site BMR Project,05/09/2007,12/04/2009,2008.0072,http://propertymap.sfplanning.org/?search=2008.0072,"2008.0072Q,2008.0072R,2008.0072S",64,6,64,6,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,10,Visitacion Valley,Bayview Hunters Point,,0,0,0,0,37.71408469,-122.3986501,POINT (-122.3986501 37.71408469)
2008-026,(6) Complete,1266 9th,1266,09th,Ave,94122,Unknown,Fee Payment,10/16/2008,03/28/2014,2007.1397,http://propertymap.sfplanning.org/?search=2007.1397,"2007.1397C,2007.1397E",15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Inner Sunset,Inner Sunset,,0,0,0,0,37.76457506,-122.4660191,POINT (-122.4660191 37.76457506)
2017-032,(3) Design with Entitlements Approved,230 7th St,230,7th,St,94103,Rental,On-site BMR Project,11/30/2017,11/28/2024,2014.0244,http://propertymap.sfplanning.org/?search=2014.0244,"2014.0244E,2014.0244ENX,2014.0244SHD,2014.0244TDM,2014.0244U,2014.0244U_OLD",40,5,40,5,0,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.7772953,-122.4091235,POINT (-122.4091235 37.7772953)
1996-002,(6) Complete,Pacific Homes (AKA 1800 Washington and 1701 Jackson),1901,Van Ness,Ave,94109,Ownership,On-site BMR Project,04/18/1996,04/17/2003,1996.108,http://propertymap.sfplanning.org/?search=1996.108,1996.108C,149,6,149,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,6,2,Pacific Heights,Pacific Heights,Van Ness Corridor,0,0,0,0,37.79343171,-122.4234277,POINT (-122.4234277 37.79343171)
1999-007,(6) Complete,Metro@Showplace Square,675,Townsend,St,94107,Rental,On-site BMR Project,06/17/1999,03/03/2003,1998.455,http://propertymap.sfplanning.org/?search=1998.455,"1998.455C,1998.455E,1998.455K",148,15,148,15,0,0,0,8,4,3,0,0,0,0,0,15,0,0,0,0,0,10,South of Market,Mission Bay,Showplace Square/Potrero Hill (EN),0,0,0,0,37.77029013,-122.4028058,POINT (-122.4028058 37.77029013)
2014-014,(6) Complete,1634-1690 Pine,1634-1690,Pine,St,94109,Ownership,On-site BMR Project,09/02/2014,09/29/2016,2011.1306,http://propertymap.sfplanning.org/?search=2011.1306,"2011.1306C,2011.1306E,2011.1306E_3,2011.1306E_5,2011.1306MCM,2011.1306U",261,31,261,31,0,0,0,0,17,14,0,0,0,0,0,0,0,0,31,0,0,2,Western Addition,Western Addition,Van Ness Corridor,0,0,0,0,37.78955309,-122.4232789,POINT (-122.4232789 37.78955309)
2014-020,(4) Site Work Permit Issued,325 Fremont,325,Fremont,St,94105,Unknown,Fee Payment,07/17/2014,03/20/2020,2012.1025,http://propertymap.sfplanning.org/?search=2012.1025,"2012.1025E,2012.1025E_3,2012.1025GPR,2012.1025LLA,2012.1025U,2012.1025V,2012.1025X",118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Financial District/South Beach,Rincon Hill,0,0,0,0,37.78783844,-122.393031,POINT (-122.393031 37.78783844)
2001-006,(6) Complete,Mission Terrace Condominiums,1800-1820,San Jose,Ave,94112,Ownership,On-site BMR Project,11/15/2001,03/07/2003,2001.0909,http://propertymap.sfplanning.org/?search=2001.0909,2001.0909C,18,2,18,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,11,Outer Mission,Outer Mission,,0,0,0,0,37.72879263,-122.4405342,POINT (-122.4405342 37.72879263)
2004-013,(6) Complete,3208 Pierce,2298,Lombard,St,94123,Ownership,On-site BMR Project,08/23/2004,05/04/2007,2006.0260,http://propertymap.sfplanning.org/?search=2006.0260,2006.0260Q,14,1,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Marina,Marina,,0,0,0,0,37.79972938,-122.4391318,POINT (-122.4391318 37.79972938)
2014-006,(4) Site Work Permit Issued,2601 Van Ness,2601,Van Ness,Ave,94109,Unknown,Fee Payment,03/13/2014,04/04/2019,2013.1177,http://propertymap.sfplanning.org/?search=2013.1177,"2013.1177C,2013.1177E,2013.1177V",27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Marina,Marina,Van Ness Corridor,0,0,0,0,37.79966249,-122.4246167,POINT (-122.4246167 37.79966249)
2009-016,(6) Complete,Lumina,201,Folsom,St,94105,Ownership,Off-site BMR Project,09/03/2009,11/30/2015,2000.1073,http://propertymap.sfplanning.org/?search=2000.1073,"2000.1073C,2000.1073E,2000.1073E_3,2000.1073K",655,0,655,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Financial District/South Beach,Rincon Hill,0,0,2013-059,1400 Mission,37.78868202,-122.3918514,POINT (-122.3918514 37.78868202)
2013-003,(5) First Construction Document Issued,855 Brannan,801,Brannan,St,94103,Rental,On-site BMR Project,01/31/2013,06/18/2017,2012.0700,http://propertymap.sfplanning.org/?search=2012.0700,2012.0700X,432,55,432,55,0,0,0,11,21,22,1,0,0,0,55,0,0,0,0,0,0,6,South of Market,South of Market,Showplace Square/Potrero Hill (EN),0,0,0,0,37.77182386,-122.4038826,POINT (-122.4038826 37.77182386)
1997-004,(6) Complete,949 Post,949,Post,St,94109,Rental,On-site BMR Project,08/04/1997,12/04/2003,1997.058,http://propertymap.sfplanning.org/?search=1997.058,"1997.058C,1997.058E,1997.058K,1997.058V",24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,,0,0,0,0,37.78688359,-122.4174331,POINT (-122.4174331 37.78688359)
2002-008,(6) Complete,638 19th,638,19th,St,94107,Ownership,On-site BMR Project,05/02/2002,03/31/2006,2002.0184,http://propertymap.sfplanning.org/?search=2002.0184,"2002.0184C,2002.0184Q,2002.0184V",18,2,18,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.76208438,-122.389011,POINT (-122.389011 37.76208438)
2017-020,(3) Design with Entitlements Approved,1726-1730 Mission Street,1726,Mission,St,94103,Ownership,On-site BMR Project,06/01/2017,05/30/2024,2014-002026PRJ,http://propertymap.sfplanning.org/?search=2014-002026PRJ,"2014-002026ENV,2014-002026ENX,2014-002026PPA",40,7,40,7,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76939764,-122.4204031,POINT (-122.4204031 37.76939764)
1994-001,(6) Complete,81 Lansing,81,Lansing,St,94105,Ownership,On-site BMR Project,04/14/1994,02/12/1996,1993.619,http://propertymap.sfplanning.org/?search=1993.619,"1993.619C,1993.619E,1993.619K,1993.619Q",33,3,33,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,South of Market,Financial District/South Beach,"Rincon Hill, South of Market, Transbay",0,0,0,0,37.78563927,-122.3940066,POINT (-122.3940066 37.78563927)
2017-009,(3) Design with Entitlements Approved,1028 Market St,1028,Market,St,94102,Rental,On-site BMR Project,01/26/2017,01/25/2024,2014.0241,http://propertymap.sfplanning.org/?search=2014.0241,"2014.0241CUA,2014.0241E,2014.0241SHD,2014.0241U,2014.0241VAR,2014.0241X",186,25,186,25,25,0,0,13,2,8,2,0,0,0,25,0,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,Downtown,0,0,0,0,37.78188348,-122.4113233,POINT (-122.4113233 37.78188348)
2001-001,(6) Complete,The Midtown,1452,Bush,St,94109,Ownership,On-site BMR Project,03/22/2001,02/02/2002,2000.868,http://propertymap.sfplanning.org/?search=2000.868,"2000.868C,2000.868E,2000.868K,2000.868V",22,2,22,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,Nob Hill,Nob Hill,Van Ness Corridor,0,0,0,0,37.78883875,-122.4212697,POINT (-122.4212697 37.78883875)
2015-019,(4) Site Work Permit Issued,1000 Mississippi,1000,Mississippi,St,94107,Ownership,On-site BMR Project,05/14/2015,04/22/2019,2014.1019,http://propertymap.sfplanning.org/?search=2014.1019,"2006.0810,2006.0810C,2006.0810E,2006.0810K,2014.1019C",28,3,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.75353119,-122.3942313,POINT (-122.3942313 37.75353119)
2005-016,(6) Complete,1158 Sutter,1158,Sutter,St,94108,Ownership,On-site BMR Project,06/24/2005,06/25/2008,2004.0355,http://propertymap.sfplanning.org/?search=2004.0355,"2004.0355E,2004.0355K,2004.0355V",14,1,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,Downtown/Civic Center,Nob Hill,,0,0,0,0,37.78808604,-122.4195891,POINT (-122.4195891 37.78808604)
2000-003,(6) Complete,3375 17th,3371,17th,St,94110,Ownership,On-site BMR Project,04/27/2000,06/27/2003,1999.558,http://propertymap.sfplanning.org/?search=1999.558,"1999.558C,1999.558E,1999.558K,1999.558V",24,2,24,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76309764,-122.421295,POINT (-122.421295 37.76309764)
2015-057,(6) Complete,241 10th Street (La Maison Soma),241,10th,St,94103,Ownership,On-site BMR Project,09/02/2014,08/17/2017,2014.0666,http://propertymap.sfplanning.org/?search=2014.0666,"2014-000142PRV,2014.0666E,2014.0666U,2014.0666VAR",28,3,28,3,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.7736888,-122.413486,POINT (-122.413486 37.7736888)
2011-025,(6) Complete,The Hayes,55,Page,St,94102,Ownership,On-site BMR Project,05/26/2011,02/13/2009,1997.522,http://propertymap.sfplanning.org/?search=1997.522,"1997.522C,1997.522E,1997.522K",128,17,128,17,0,0,0,4,8,5,0,0,0,0,0,0,0,0,17,0,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,0,0,0,0,37.77388999,-122.4218772,POINT (-122.4218772 37.77388999)
2008-008,(5) First Construction Document Issued,1 Stanyan,1,Stanyan,St,94118,Unknown,Fee Payment,12/31/2008,02/20/2019,2007.0113,http://propertymap.sfplanning.org/?search=2007.0113,"2007.0113E,2007.0113U",13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inner Richmond,Lone Mountain/USF,,0,0,0,0,37.78107236,-122.4565216,POINT (-122.4565216 37.78107236)
2016-028,(3) Design with Entitlements Approved,1601 Mission,1601,Mission,St,94103,Unknown,Fee Payment,04/07/2016,04/06/2023,2014.1121,http://propertymap.sfplanning.org/?search=2014.1121,"2014.1121CND,2014.1121CUA,2014.1121DNX,2014.1121ENV,2014.1121PPA,2014.1121U,2014.1121VAR",220,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Mission,"Downtown, Market and Octavia",0,0,0,0,37.77204073,-122.4187632,POINT (-122.4187632 37.77204073)
2003-009,(6) Complete,Watermark,501,Beale,St,94105,Ownership,On-site BMR Project,07/31/2003,07/29/2010,2003.0596,http://propertymap.sfplanning.org/?search=2003.0596,"2003.0596C,2003.0596K,2003.0596M,2003.0596Z",135,16,135,16,0,0,0,0,4,11,1,0,0,0,0,0,0,0,16,0,0,6,South of Market,Financial District/South Beach,East SoMa (EN),0,0,0,0,37.78610271,-122.3886813,POINT (-122.3886813 37.78610271)
2006-005,(4) Site Work Permit Issued,"Trinity Plaza Apartments, Phase IV",1167,Market,St,94103,Rental,On-site BMR Project,08/03/2006,10/24/2019,2002.1179,http://propertymap.sfplanning.org/?search=2002.1179,"2002.1179C,2002.1179E,2002.1179K,2002.1179M,2002.1179Q,2002.1179T,2002.1179W,2002.1179X,2002.1179Z",493,74,493,74,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.77845686,-122.413427,POINT (-122.413427 37.77845686)
2008-021,(6) Complete,Blu,631,Folsom,St,94107,Ownership,Fee Payment,05/22/2008,04/10/2009,2004.0296,http://propertymap.sfplanning.org/?search=2004.0296,"2004.0296E,2004.0296E_3,2004.0296K,2004.0296X",120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,Financial District/South Beach,"Central SoMa, Downtown, East SoMa (EN)",0,0,0,0,37.7836263,-122.3976823,POINT (-122.3976823 37.7836263)
2007-007,(6) Complete,One Ecker Place,16,Jessie,St,94105,Ownership,Fee Payment,01/11/2007,05/02/2011,2006.0134,http://propertymap.sfplanning.org/?search=2006.0134,"2006.0134E,2006.0134E_3,2006.0134K,2006.0134V,2006.0134X",51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Financial District,Financial District/South Beach,"Downtown, Transit Center District",0,0,0,0,37.78990623,-122.3989561,POINT (-122.3989561 37.78990623)
2004-008,(6) Complete,Millwheel South,1275-1301,Indiana,St,94107,Ownership,On-site BMR Project,07/01/2004,06/12/2012,2002.1303,http://propertymap.sfplanning.org/?search=2002.1303,"2002.1303C,2002.1303D,2002.1303E",32,4,32,4,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.75417342,-122.3903456,POINT (-122.3903456 37.75417342)
2010-017,(6) Complete,1645 Pacific,1645,Pacific,Ave,94109,Ownership,On-site BMR Project/Fee Payment,11/04/2010,11/12/2014,2007.0519,http://propertymap.sfplanning.org/?search=2007.0519,"2007.0519C,2007.0519E,2007.0519E_3,2007.0519K,2007.0519Q",39,5,39,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,0,0,3,Nob Hill,Russian Hill,Van Ness Corridor,0,0,0,0,37.79465727,-122.4223256,POINT (-122.4223256 37.79465727)
2013-056,(6) Complete,2554-2558 Mission,2554-2558,Mission,St,94110,Ownership,Land Dedication,01/10/2013,01/12/2015,2005.0694,http://propertymap.sfplanning.org/?search=2005.0694,"2005.0694C,2005.0694E,2005.0694E_3,2005.0694E_5,2005.0694E_7,2005.0694K,2005.0694R,2005.0694S,2005.0694T,2005.0694U,2005.0694U_3,2005.0694Z",114,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.7560188,-122.4194071,POINT (-122.4194071 37.7560188)
2003-004,(6) Complete,2000 Post III,2161,Sutter,St,94115,Rental,On-site BMR Project,01/23/2003,01/05/2007,2001.1058,http://propertymap.sfplanning.org/?search=2001.1058,"2001.1058C,2001.1058E,2001.1058K,2001.1058S,2001.1058Z",24,3,24,3,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,5,Western Addition,Japantown,,0,0,0,0,37.78515034,-122.4356252,POINT (-122.4356252 37.78515034)
2016-117,(3) Design with Entitlements Approved,830 Eddy & 815 Van Ness,830,Eddy & 815 Van Ness,St,94109,Rental,On-site BMR Project,12/08/2016,12/07/2023,2015-009460PRJ,http://propertymap.sfplanning.org/?search=2015-009460PRJ,"2015-009460CUA,2015-009460ENV,2015-009460PPA,2015-009460SHD",126,18,126,18,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,Downtown/Civic Center,Western Addition,Van Ness Corridor,0,0,0,0,37.78309266,-122.4215008,POINT (-122.4215008 37.78309266)
2011-019,(6) Complete,3418 26th,3418,26th,St,94110,Rental,Fee Payment,02/28/2011,06/30/2014,2009.0610,http://propertymap.sfplanning.org/?search=2009.0610,"2009.0610E,2009.0610E_3",11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.74920644,-122.418908,POINT (-122.418908 37.74920644)
2016-072,(3) Design with Entitlements Approved,651 Geary,651,Geary,St,94102,Ownership,On-site BMR Project,07/07/2016,07/06/2023,2014.0482,http://propertymap.sfplanning.org/?search=2014.0482,"2014.0482C,2014.0482PPA,2014.0482U,2014.0482VAR",52,6,52,6,0,0,0,1,3,2,0,0,0,0,0,0,0,6,0,0,0,6,Downtown/Civic Center,Tenderloin,,0,0,0,0,37.78634415,-122.4139555,POINT (-122.4139555 37.78634415)
2002-014,(6) Complete,525 Gough,525-527,Gough,St,94102,Ownership,On-site BMR Project,12/19/2002,12/17/2009,2002.0313,http://propertymap.sfplanning.org/?search=2002.0313,"2002.0313C,2002.0313V",21,3,21,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,5,Western Addition,Hayes Valley,Market and Octavia,0,0,0,0,37.77813106,-122.4235767,POINT (-122.4235767 37.77813106)
